budget,genres,popularity,release_date,revenue,runtime,title,vote_average,vote_count,director
"65,000,000",Comedy,22.977983,2008-07-25,"128,107,642",98,Step Brothers,6.5,1062,Adam McKay
"65,000,000",Action Comedy Crime,16.865782,1999-09-17,"117,758,500",93,Blue Streak,6.1,352,Les Mayfield
"65,000,000",Adventure Drama Romance Action,36.670399,2001-05-11,"117,487,473",132,A Knight's Tale,6.6,907,Brian Helgeland
"65,000,000",Fantasy Drama,29.257137,2009-12-26,"93,525,586",136,The Lovely Bones,6.6,1065,Peter Jackson
"65,000,000",Crime Action Mystery Thriller,15.858629,1996-10-11,"89,456,761",120,The Long Kiss Goodnight,6.5,314,Renny Harlin
"65,000,000",Crime Drama Mystery Thriller,51.970905,2007-03-02,"84,785,914",157,Zodiac,7.3,2023,David Fincher
"65,000,000",Horror Thriller,31.324734,2014-01-22,"71,154,592",92,"I, Frankenstein",5,687,Stuart Beattie
"65,000,000",Fantasy Comedy Family,18.281798,2000-07-07,"69,700,000",104,The Kid,6,238,Jon Turteltaub
"65,000,000",Family Fantasy Science Fiction Adventure,15.194239,2005-11-06,"64,321,501",101,Zathura: A Space Adventure,6.1,779,Jon Favreau
"65,000,000",Animation Action Family Science Fiction,24.857079,2009-10-15,"44,091,067",94,Astro Boy,6.1,409,David Bowers
"65,000,000",Drama,8.629665,2006-12-12,"43,545,364",124,We Are Marshall,6.7,186,McG
"65,000,000",Horror Mystery Thriller,20.793026,1998-11-13,"40,002,112",100,I Still Know What You Did Last Summer,5.1,374,Danny Cannon
"65,000,000",Crime Thriller,85.428395,2014-08-20,"39,407,616",102,Sin City: A Dame to Kill For,6.3,1286,Robert Rodriguez
"65,000,000",Comedy Drama Family Science Fiction,6.80692,1999-02-11,"36,850,101",94,My Favorite Martian,5.1,80,Donald Petrie
"65,000,000",Action Adventure Comedy,16.803457,1991-05-23,"17,218,080",100,Hudson Hawk,5.4,269,Michael Lehmann
"65,000,000",Animation Action Comedy Family,5.258726,2012-06-15,"73,706",87,Foodfight!,2.3,28,Lawrence Kasanoff
"65,000,000",Action Adventure Drama Romance Thriller,14.866901,2000-12-08,0,135,Proof of Life,6,208,Taylor Hackford
"65,000,000",Comedy Drama,9.110247,1998-03-20,0,143,Primary Colors,6.1,94,Mike Nichols
"65,000,000",Drama Romance,19.718544,2003-12-19,0,117,Mona Lisa Smile,6.5,393,Mike Newell
"65,000,000",Action Adventure Comedy Crime Romance,2.952595,2000-10-27,0,105,Lucky Numbers,4.9,52,Nora Ephron
"65,000,000",Drama Romance,8.680334,2000-08-11,0,103,Autumn in New York,5.7,135,Joan Chen
"64,000,000",Comedy Crime,12.421504,2006-08-31,"101,595,121",98,Little Man,5.3,261,Keenen Ivory Wayans
"64,000,000",Adventure Animation Fantasy,35.384423,2015-07-29,"97,571,250",92,The Little Prince,7.6,756,Mark Osborne
"64,000,000",Drama Romance,4.137237,1999-10-08,"74,608,570",133,Random Hearts,5.3,63,Sydney Pollack
"63,600,000",Action Drama Thriller Crime,4.494788,2000-10-06,"19,412,993",102,Get Carter,4.8,145,Stephen T. Kay
"63,000,000",Adventure Science Fiction,40.413191,1993-06-11,"920,100,000",127,Jurassic Park,7.6,4856,Steven Spielberg
"63,000,000",Action Science Fiction,104.309993,1999-03-30,"463,517,383",136,The Matrix,7.9,8907,Lilly Wachowski
"63,000,000",Comedy Crime Science Fiction,40.137264,2002-07-26,"296,655,431",94,Austin Powers in Goldmember,5.9,979,Jay Roach
"63,000,000",Action Adventure Thriller War,31.294717,1988-05-24,"189,015,611",102,Rambo III,5.7,690,Peter MacDonald
"63,000,000",Animation Comedy Family,16.791058,2011-03-30,"183,953,723",95,Hop,5.5,331,Tim Hill
"63,000,000",Drama History Thriller,24.697533,2006-08-09,"162,945,894",128,World Trade Center,5.9,447,Oliver Stone
"63,000,000",Drama,146.757391,1999-10-15,"100,853,753",139,Fight Club,8.3,9413,David Fincher
"63,000,000",Drama Action Western,13.859307,1994-06-24,"25,052,000",191,Wyatt Earp,6.5,202,Lawrence Kasdan
"62,000,000",Action Drama Thriller,18.832471,1994-08-03,"215,887,717",141,Clear and Present Danger,6.4,386,Phillip Noyce
"62,000,000",Action Drama Thriller War,18.096884,2000-04-20,"127,666,415",116,U-571,6.1,340,Jonathan Mostow
"62,000,000",Comedy Drama Romance,11.056763,1995-11-17,"107,879,496",106,The American President,6.5,195,Rob Reiner
"62,000,000",Comedy Romance,13.218008,2008-06-20,"41,819,064",87,The Love Guru,4.3,242,Marco Schnabel
"62,000,000",Action Adventure Comedy Thriller Crime,11.262655,2001-02-23,"18,720,175",125,3000 Miles to Graceland,5.8,178,Demian Lichtenstein
"61,000,000",Drama Music Romance,48.356214,2012-12-18,"441,809,770",157,Les Mis챕rables,7.1,1884,Tom Hooper
"61,000,000",Mystery Thriller Drama,143.041543,2014-10-01,"369,330,363",145,Gone Girl,7.9,5862,David Fincher
"61,000,000",Action,113.161483,2015-09-09,"311,256,926",132,Maze Runner: The Scorch Trials,6.4,3040,Wes Ball
"61,000,000",Action Drama Mystery Thriller Crime,37.378081,2007-03-22,"95,696,996",124,Shooter,6.9,1462,Antoine Fuqua
"60,000,000",Adventure Animation Comedy Family Fantasy,67.298732,2001-05-16,"484,409,218",90,Shrek,7.3,4056,Andrew Adamson
"60,000,000",Adventure Animation Comedy Family Fantasy,59.547928,2014-02-06,"469,160,692",100,The Lego Movie,7.5,3070,Phil Lord
"60,000,000",Comedy Music Family Fantasy Animation,47.336034,2007-12-13,"361,366,633",92,Alvin and the Chipmunks,5.5,1177,Tim Hill
"60,000,000",Drama Romance,59.248437,2001-12-11,"313,542,341",135,A Beautiful Mind,7.7,3009,Ron Howard
"60,000,000",Action Adventure Horror Science Fiction,2.143764,2010-09-09,"300,228,084",97,Resident Evil: Afterlife,5.8,1363,Paul W.S. Anderson
"60,000,000",Fantasy Drama Crime,103.698022,1999-12-10,"284,600,000",189,The Green Mile,8.2,4048,Frank Darabont
"60,000,000",Comedy Drama,56.488027,1998-06-04,"264,118,201",103,The Truman Show,7.8,4537,Peter Weir
"60,000,000",Drama Mystery Thriller,27.491891,2004-07-30,"256,697,520",108,The Village,6.2,1071,M. Night Shyamalan
"60,000,000",Comedy Family,30.951203,2008-12-25,"244,082,376",115,Marley & Me,6.9,1343,David Frankel
"60,000,000",Horror Romance,50.163785,1994-11-11,"223,664,608",123,Interview with the Vampire,7.2,1516,Neil Jordan
"60,000,000",Comedy Drama,57.753914,2004-06-17,"219,417,255",128,The Terminal,7,1910,Steven Spielberg
"60,000,000",Crime Drama Thriller,56.868399,2012-12-20,"218,340,595",130,Jack Reacher,6.3,2998,Christopher McQuarrie
"60,000,000",Action Drama Mystery Thriller,86.476817,2002-06-14,"214,034,224",119,The Bourne Identity,7.3,3583,Doug Liman
"60,000,000",Action Crime Thriller,61.849521,2016-03-02,"205,754,447",99,London Has Fallen,5.8,1621,Babak Najafi
"60,000,000",Drama,28.800112,2010-08-12,"204,594,016",133,Eat Pray Love,5.8,636,Ryan Murphy
"60,000,000",Drama Romance,12.867352,1998-05-14,"186,883,563",170,The Horse Whisperer,6.7,292,Robert Redford
"60,000,000",Action Crime,62.766854,2003-05-30,"176,070,171",110,The Italian Job,6.6,1919,F. Gary Gray
"60,000,000",Adventure Animation Comedy Family,41.515702,1998-10-02,"171,757,863",83,Antz,6,1272,Eric Darnell
"60,000,000",Comedy Crime,28.848842,2004-03-05,"170,268,750",101,Starsky & Hutch,5.6,644,Todd Phillips
"60,000,000",Action Fantasy Adventure,37.537093,2002-04-16,"165,333,180",92,The Scorpion King,5.3,779,Chuck Russell
"60,000,000",Comedy Family,18.106021,2003-05-03,"164,433,867",92,Daddy Day Care,5.6,506,Steve Carr
"60,000,000",Thriller Science Fiction,20.501582,2008-06-11,"163,403,799",91,The Happening,4.9,950,M. Night Shyamalan
"60,000,000",Action Thriller Adventure Crime,19.747459,1997-11-14,"159,330,280",124,The Jackal,6.1,527,Michael Caton-Jones
"60,000,000",Adventure,16.278022,1990-06-27,"157,920,733",107,Days of Thunder,5.9,353,Tony Scott
"60,000,000",Crime Drama Mystery Thriller,18.345613,1999-06-18,"149,705,852",116,The General's Daughter,6.1,205,Simon West
"60,000,000",Adventure Drama Family,40.646102,2007-02-16,"137,587,063",96,Bridge to Terabithia,7,1113,G\u00e1bor Csup\u00f3
"60,000,000",Drama Thriller Science Fiction,38.820858,2011-09-08,"137,551,594",106,Contagion,6.2,1325,Steven Soderbergh
"60,000,000",Family Comedy,22.501041,1996-11-15,"129,832,389",89,Jingle All the Way,5.5,575,Brian Levant
"60,000,000",Comedy,18.831023,2005-12-21,"129,181,830",94,Cheaper by the Dozen 2,5.7,526,Adam Shankman
"60,000,000",Animation Family,51.146047,2009-02-05,"124,596,398",100,Coraline,7.3,1386,Henry Selick
"60,000,000",Drama History,23.85119,2009-12-10,"122,233,971",134,Invictus,7,1125,Clint Eastwood
"60,000,000",Crime Comedy Romance,22.620125,2003-09-02,"119,940,815",100,Intolerable Cruelty,5.8,391,Joel Coen
"60,000,000",Animation Adventure Family Comedy,23.700759,2012-03-12,"118,338,361",88,The Pirates! In an Adventure with Scientists!,6.4,374,Peter Lord
"60,000,000",Animation Comedy Family Fantasy,30.656345,2014-09-10,"108,255,770",97,The Boxtrolls,6.6,668,Anthony Stacchi
"60,000,000",Family Animation Adventure Comedy,39.539045,2012-08-03,"107,139,399",90,ParaNorman,6.7,789,Sam Fell
"60,000,000",Crime Drama Action Thriller,29.041198,2013-01-10,"105,200,903",113,Gangster Squad,6.2,1778,Ruben Fleischer
"60,000,000",Crime Mystery Thriller Action,21.252797,2001-04-06,"105,178,561",104,Along Came a Spider,6.1,400,Lee Tamahori
"60,000,000",Action Thriller,13.080725,1995-07-13,"104,324,083",100,Under Siege 2: Dark Territory,5.6,210,Geoff Murphy
"60,000,000",Drama Comedy,29.876507,2015-12-24,"101,134,059",124,Joy,6.4,1581,David O. Russell
"60,000,000",Action Adventure Mystery Science Fiction Thriller,29.018826,2003-12-25,"96,269,812",119,Paycheck,5.9,581,John Woo
"60,000,000",Comedy Family,18.735024,2001-07-04,"93,375,151",87,Cats & Dogs,5,352,Lawrence Guterman
"60,000,000",Romance Comedy,24.153567,2002-12-19,"93,354,918",101,Two Weeks Notice,5.9,487,Marc Lawrence
"60,000,000",Action Adventure Drama Mystery Romance,45.514031,2013-08-21,"90,565,421",130,The Mortal Instruments: City of Bones,6.2,1602,Harald Zwart
"60,000,000",Action,21.685719,2009-04-17,"87,784,194",127,State of Play,6.7,484,Kevin Macdonald
"60,000,000",Action Science Fiction Fantasy Thriller Horror,28.350927,2011-05-05,"78,309,131",87,Priest,5.4,692,Scott Stewart
"60,000,000",Action Thriller Crime,15.352807,2006-04-19,"77,920,346",108,The Sentinel,5.8,225,Clark Johnson
"60,000,000",Drama Action Thriller,10.99991,2004-10-01,"74,541,707",115,Ladder 49,6.2,207,Jay Russell
"60,000,000",Action Science Fiction Thriller,22.991269,1999-07-28,"73,648,228",105,Deep Blue Sea,5.6,604,Renny Harlin
"60,000,000",Action Crime Drama Thriller,18.380176,2008-09-11,"73,174,566",101,Righteous Kill,5.9,375,Jon Avnet
"60,000,000",Action Adventure Crime Drama Mystery,36.689223,2005-04-27,"71,073,932",101,xXx: State of the Union,4.7,549,Lee Tamahori
"60,000,000",Science Fiction Action Adventure Thriller,21.605533,2002-12-13,"67,312,826",117,Star Trek: Nemesis,6.1,479,Stuart Baird
"60,000,000",Adventure Drama Action History War,21.084542,1999-10-18,"66,976,317",148,The Messenger: The Story of Joan of Arc,6.2,367,Luc Besson
"60,000,000",Comedy Adventure,25.293538,2009-06-18,"62,357,900",97,Year One,4.6,524,Harold Ramis
"60,000,000",Action Comedy Crime Drama,14.113066,2004-11-12,"61,347,797",97,After the Sunset,6,226,Brett Ratner
"60,000,000",Fantasy Drama Romance,40.721373,2013-02-13,"60,052,138",124,Beautiful Creatures,5.6,984,Richard LaGravenese
"60,000,000",Adventure Family Fantasy,27.018886,2008-12-11,"57,490,374",106,Inkheart,6,592,Iain Softley
"60,000,000",Adventure Action Horror,29.261348,2005-10-20,"55,987,321",105,Doom,5,609,Andrzej Bartkowiak
"60,000,000",Comedy Crime,21.08952,2002-12-06,"55,003,135",96,Analyze That,5.7,380,Harold Ramis
"60,000,000",Drama,8.927137,2002-02-22,"52,322,400",104,Dragonfly,6.1,204,Tom Shadyac
"60,000,000",Adventure Animation Family,16.493576,2008-12-19,"50,877,145",93,The Tale of Despereaux,5.8,258,Robert Stevenhagen
"60,000,000",Comedy Science Fiction Adventure Family,18.676291,2008-07-08,"50,650,079",90,Meet Dave,5,371,Brian Robbins
"60,000,000",Action Drama Thriller,42.538258,2014-01-15,"50,549,107",105,Jack Ryan: Shadow Recruit,5.9,1173,Kenneth Branagh
"60,000,000",Action Adventure Comedy,38.885195,2010-07-27,"47,664,559",112,Scott Pilgrim vs. the World,7.2,2126,Edgar Wright
"60,000,000",Drama Music,21.547446,2000-09-15,"47,383,689",122,Almost Famous,7.4,797,Cameron Crowe
"60,000,000",Adventure Action Fantasy,27.615108,2002-07-12,"43,061,982",101,Reign of Fire,6,669,Rob Bowman
"60,000,000",Action Comedy Thriller Crime Science Fiction,14.84856,2008-12-25,"39,031,337",103,The Spirit,4.7,320,Frank Miller
"60,000,000",Action Comedy Crime,10.004564,1995-11-21,"35,431,113",103,Money Train,5.4,222,Joseph Ruben
"60,000,000",Horror Mystery Thriller,12.621769,1997-01-10,"33,956,608",110,The Relic,5.8,130,Peter Hyams
"60,000,000",Drama,17.299333,2009-04-24,"31,720,158",109,The Soloist,6.6,234,Joe Wright
"60,000,000",Drama Fantasy Mystery Romance,22.736038,2014-02-13,"30,800,231",118,Winter's Tale,6,487,Akiva Goldsman
"60,000,000",Comedy Adventure,52.417529,2015-01-21,"30,418,560",106,Mortdecai,5.4,1055,David Koepp
"60,000,000",Horror Science Fiction Mystery,29.787135,1997-08-15,"26,673,242",96,Event Horizon,6.5,742,Paul W.S. Anderson
"60,000,000",Family Animation Adventure,18.815442,2003-07-02,"26,288,320",86,Sinbad: Legend of the Seven Seas,6.6,372,Tim Johnson
"60,000,000",Action Adventure Drama History Romance,13.155999,2006-09-22,"17,800,000",140,Flyboys,6.3,271,Tony Bill
"60,000,000",Comedy,15.219263,2004-10-22,"13,395,939",103,Alfie,5.6,248,Charles Shyer
"60,000,000",Comedy Drama Romance Science Fiction,2.275331,2000-03-03,0,105,What Planet Are You From?,5.4,37,Mike Nichols
"60,000,000",Drama Romance,4.801849,1996-03-01,0,119,Up Close & Personal,5.9,50,Jon Avnet
"60,000,000",Music Documentary,15.798622,2009-10-28,0,111,This Is It,6.7,247,Kenny Ortega
"60,000,000",Comedy Western,19.694695,2015-12-11,0,119,The Ridiculous 6,4.9,388,Frank Coraci
"60,000,000",Comedy Drama Romance Fantasy,19.705489,2000-12-12,0,125,The Family Man,6.5,521,Brett Ratner
"60,000,000",Action Crime Drama Thriller,18.877795,1998-04-03,0,111,Mercury Rising,6,368,Harold Becker
"60,000,000",Adventure Fantasy Action Drama,15.406173,2007-11-29,0,127,In the Name of the King: A Dungeon Siege Tale,4.1,224,Uwe Boll
"60,000,000",Drama Comedy,9.265672,1998-10-08,0,114,Holy Man,4.9,111,Stephen Herek
"60,000,000",Comedy Family,9.225166,2004-11-24,0,99,Christmas with the Kranks,5.2,193,Joe Roth
"59,000,000",Animation Comedy Family Adventure,99.561972,2002-03-10,"383,257,136",81,Ice Age,7.1,3857,Chris Wedge
"58,800,000",War Action,87.53437,2014-12-11,"542,307,423",133,American Sniper,7.4,4469,Clint Eastwood
"58,000,000",Action Adventure Comedy,514.569956,2016-02-09,"783,112,979",108,Deadpool,7.4,10995,Tim Miller
"58,000,000",Adventure Action Thriller,59.824565,1995-11-16,"352,194,034",130,GoldenEye,6.6,1174,Martin Campbell
"58,000,000",Adventure Horror Comedy,45.351617,2015-08-05,"158,162,788",103,Goosebumps,6.2,995,Rob Letterman
"58,000,000",Comedy Fantasy Romance,13.43573,2005-09-16,"102,854,431",95,Just Like Heaven,6.5,579,Mark Waters
"58,000,000",Comedy,14.403696,2009-12-17,"85,280,250",103,Did You Hear About the Morgans?,5.1,276,Marc Lawrence
"58,000,000",Action Adventure Comedy Crime Thriller,41.430245,2010-10-13,"71,664,962",111,RED,6.6,2808,Robert Schwentke
"58,000,000",Drama Action Adventure History War,12.29603,2012-01-19,"50,365,377",125,Red Tails,5.9,178,Anthony Hemingway
"58,000,000",Comedy,1.551497,2013-06-07,"44,000,000",119,The Internship,6.1,1658,Shawn Levy
"58,000,000",Comedy Romance Drama,7.739276,2008-03-24,"41,299,492",114,Leatherheads,5.7,130,George Clooney
"58,000,000",Music Drama Crime Romance,8.59075,1984-12-14,"25,928,721",127,The Cotton Club,6.6,68,Francis Ford Coppola
"57,000,000",Drama Horror Mystery Thriller,33.8473,1997-10-17,"152,944,660",144,The Devil's Advocate,7.2,1374,Taylor Hackford
"57,000,000",Action Fantasy Thriller,48.622278,2011-12-10,"149,217,355",95,Ghost Rider: Spirit of Vengeance,4.7,1135,Brian Taylor
"57,000,000",Action Comedy Crime Romance,21.021809,2001-03-01,"147,845,033",123,The Mexican,5.8,441,Gore Verbinski
"57,000,000",Fantasy,31.791979,1996-05-31,"115,267,375",103,DragonHeart,6.4,535,Rob Cohen
"57,000,000",Drama History Romance,9.061866,2001-08-17,"62,112,895",131,Captain Corelli's Mandolin,5.5,145,John Madden
"57,000,000",Comedy Drama Romance,22.894898,2005-10-06,"52,034,889",123,Elizabethtown,6.1,327,Cameron Crowe
"57,000,000",Action Adventure Comedy Family Fantasy,9.27875,2004-07-23,"28,283,637",95,Thunderbirds,4.2,91,Jonathan Frakes
"57,000,000",Music Drama Comedy,11.60815,2001-09-04,"16,991,902",105,Rock Star,6,190,Stephen Herek
"57,000,000",Drama Romance Western,7.524671,2000-12-11,0,117,All the Pretty Horses,5.8,60,Billy Bob Thornton
"56,000,000",Comedy Romance,21.219292,2011-12-08,"142,044,638",118,New Year's Eve,5.7,718,Garry Marshall
"56,000,000",Action Comedy Drama Family Thriller,35.4763,2005-03-04,"113,006,880",95,The Pacifier,5.8,842,Adam Shankman
"56,000,000",Adventure Drama Action Thriller,23.438398,2004-04-02,"57,223,890",86,Walking Tall,6,381,Kevin Bray
"56,000,000",Thriller Crime Drama,29.490057,2013-01-18,"19,701,164",109,Broken City,5.7,593,Allen Hughes
"56,000,000",Drama History War,4.362535,2003-02-21,"12,923,936",214,Gods and Generals,6.1,48,Ronald F. Maxwell
"55,000,000",Comedy Drama Romance,138.133331,1994-07-06,"677,945,399",142,Forrest Gump,8.2,7927,Robert Zemeckis
"55,000,000",Adventure Animation Drama Family,47.845589,1995-06-14,"346,079,773",81,Pocahontas,6.7,1457,Mike Gabriel
"55,000,000",Comedy Romance,29.97224,2000-10-06,"330,444,045",108,Meet the Parents,6.6,1698,Jay Roach
"55,000,000",Drama,80.581367,2006-12-14,"307,077,295",117,The Pursuit of Happyness,7.7,2525,Gabriele Muccino
"55,000,000",Action Adventure Fantasy Science Fiction,48.507081,1978-12-13,"300,218,018",143,Superman,6.9,1022,Richard Donner
"55,000,000",Family Comedy,39.882276,2014-11-27,"259,207,227",95,Paddington,7,883,Paul King
"55,000,000",Comedy Romance,36.194802,2003-08-01,"231,449,203",103,American Wedding,6,1129,Jesse Dylan
"55,000,000",Thriller Drama Mystery,32.05145,2005-09-22,"223,387,299",98,Flightplan,6.1,772,Robert Schwentke
"55,000,000",Drama Thriller Crime Mystery Romance,15.064058,1994-12-09,"214,015,089",123,Disclosure,5.9,210,Barry Levinson
"55,000,000",Adventure Drama,60.246978,2015-09-10,"203,427,584",121,Everest,6.7,1772,Baltasar Korm\u00e1kur
"55,000,000",Drama Fantasy Romance,21.272734,1998-04-10,"198,685,114",114,City of Angels,6.4,529,Brad Silberling
"55,000,000",Thriller Action Crime,79.922059,2014-09-24,"192,330,738",132,The Equalizer,7.1,2954,Antoine Fuqua
"55,000,000",Comedy Family,32.835777,2011-06-17,"187,361,754",94,Mr. Popper's Penguins,5.7,751,Mark Waters
"55,000,000",Drama,41.472404,2008-12-18,"168,167,691",123,Seven Pounds,7.5,2039,Gabriele Muccino
"55,000,000",Comedy Drama Romance,19.738215,2002-12-13,"154,906,693",105,Maid in Manhattan,5.6,485,Wayne Wang
"55,000,000",Comedy,38.06168,2010-04-08,"152,263,880",97,Date Night,5.9,1122,Shawn Levy
"55,000,000",Fantasy Comedy,29.498304,1992-07-30,"149,022,650",104,Death Becomes Her,6.3,636,Robert Zemeckis
"55,000,000",History Drama Music,7.027139,1996-12-14,"141,047,179",134,Evita,5.9,120,Alan Parker
"55,000,000",Action Adventure Fantasy,17.097041,2008-04-18,"127,906,624",104,The Forbidden Kingdom,6.3,461,Rob Minkoff
"55,000,000",Action Adventure Drama Romance,19.143321,1995-07-07,"127,600,435",134,First Knight,5.9,311,Jerry Zucker
"55,000,000",Action Adventure Drama Thriller,17.231675,1996-03-15,"121,969,216",133,Executive Decision,5.8,256,Stuart Baird
"55,000,000",Crime Drama Mystery,27.50916,2008-01-30,"113,020,255",141,Changeling,7.3,1131,Clint Eastwood
"55,000,000",Animation Comedy Family,14.414937,2013-10-30,"110,000,000",91,Free Birds,5.7,254,Jimmy Hayward
"55,000,000",Drama,23.127561,1999-12-16,"100,230,832",163,Any Given Sunday,6.8,422,Oliver Stone
"55,000,000",Action Drama Thriller,52.786917,2013-10-10,"95,000,000",134,Captain Phillips,7.6,2454,Paul Greengrass
"55,000,000",Drama Romance,22.863516,2010-11-23,"89,519,773",119,Burlesque,6.9,573,Steve Antin
"55,000,000",Drama History Romance,15.274137,2007-09-09,"74,237,563",114,Elizabeth: The Golden Age,6.6,303,Shekhar Kapur
"55,000,000",Western,48.801089,2007-09-06,"70,016,220",122,3:10 to Yuma,6.9,1188,James Mangold
"55,000,000",Action Adventure Crime Thriller,32.31022,2006-03-01,"65,664,721",105,16 Blocks,6.2,661,Richard Donner
"55,000,000",Action Adventure Comedy,22.787667,1989-12-22,"63,408,614",104,Tango & Cash,6.1,458,Andrei Konchalovsky
"55,000,000",Adventure Action Comedy Western,25.400935,2000-05-26,"56,932,305",110,Shanghai Noon,6.2,735,Tom Dey
"55,000,000",Action Thriller Crime Adventure,32.657488,1998-09-25,"41,610,884",122,Ronin,6.7,658,John Frankenheimer
"55,000,000",Drama Action Thriller Crime,8.634954,2003-03-11,"34,234,008",94,The Hunted,6,189,William Friedkin
"55,000,000",Comedy,8.802525,2003-12-10,"33,828,318",118,Stuck on You,5.1,188,Bobby Farrelly
"55,000,000",Drama Mystery Thriller,4.366488,1996-08-15,"18,626,419",116,The Fan,5.7,194,Tony Scott
"55,000,000",Adventure Family Fantasy,23.465539,2008-10-07,"17,869,048",90,City of Ember,6.2,605,Gil Kenan
"55,000,000",Action Adventure Comedy,2.410546,1987-05-15,"14,375,181",107,Ishtar,4.2,28,Elaine May
"55,000,000",Action Thriller Crime,4.700024,1997-01-09,"11,466,088",100,Turbulence,5.2,62,Robert Butler
"55,000,000",Action Crime Thriller,22.503935,2013-01-31,"9,489,829",92,Bullet to the Head,5.2,481,Walter Hill
"55,000,000",Drama Thriller,7.768223,2006-09-10,"9,450,897",125,All the King's Men,5.7,95,Steven Zaillian
"55,000,000",Action Thriller,12.669778,2002-01-04,"6,416,302",96,D-Tox,5.3,123,Jim Gillespie
"55,000,000",Comedy,12.340384,2009-06-19,0,107,Imagine That,5.7,134,Karey Kirkpatrick
"55,000,000",Adventure Comedy Family Romance,22.573237,1997-07-15,0,92,George of the Jungle,5.4,496,Sam Weisman
"55,000,000",Comedy Crime Drama Thriller,11.329727,2002-03-28,0,109,Death to Smoochy,5.9,132,Danny DeVito
"55,000,000",Comedy,13.191829,1999-08-12,0,97,Bowfinger,6,254,Frank Oz
"54,000,000",Action Adventure Fantasy Science Fiction,30.515175,1980-12-04,"190,458,706",127,Superman II,6.5,629,Richard Lester
"54,000,000",Fantasy Horror Action Thriller,67.169587,2002-03-22,"155,010,032",117,Blade II,6.2,1528,Guillermo del Toro
"54,000,000",Crime Drama Thriller,59.194915,1990-12-24,"136,766,062",162,The Godfather: Part III,7.1,1546,Francis Ford Coppola
"54,000,000",Action Thriller Fantasy,84.630969,2006-03-15,"132,511,035",132,V for Vendetta,7.7,4442,James McTeigue
"54,000,000",Comedy Romance,18.600367,2006-07-14,"130,431,368",108,"You, Me and Dupree",5.4,407,Anthony Russo
"54,000,000",Fantasy Comedy Romance Science Fiction,20.28119,1996-06-26,"128,769,345",95,The Nutty Professor,5.4,702,Tom Shadyac
"54,000,000",Drama,9.053456,2003-08-01,"7,266,209",121,Gigli,3.5,104,Martin Brest
"53,000,000",Action Thriller Drama,20.334629,1995-05-12,"157,387,195",116,Crimson Tide,7,498,Tony Scott
"53,000,000",Animation Family,45.565918,1997-11-20,"139,804,348",94,Anastasia,7.4,1432,Gary Goldman
"53,000,000",Drama Crime Thriller,49.593978,2009-10-15,"126,690,726",109,Law Abiding Citizen,7.2,1486,F. Gary Gray
"53,000,000",Crime Drama,46.049902,2015-09-04,"98,837,872",122,Black Mass,6.3,1242,Scott Cooper
"53,000,000",Comedy Crime,18.61472,2005-03-04,"95,226,116",118,Be Cool,5.4,292,F. Gary Gray
"53,000,000",Crime Drama,28.350529,2001-04-04,"83,282,296",124,Blow,7.4,1317,Ted Demme
"53,000,000",Drama Romance Thriller,6.454634,2001-05-15,"29,700,000",102,Angel Eyes,5.6,88,Luis Mandoki
"53,000,000",Action Comedy Drama,19.412028,2007-03-30,0,93,Blades of Glory,5.9,569,Josh Gordon
"52,500,000",Drama Music Romance,57.374341,2001-03-09,"179,213,434",127,Moulin Rouge!,7.4,1300,Baz Luhrmann
"52,000,000",Comedy Romance,30.780599,2008-07-03,"609,841,637",108,Mamma Mia!,6.4,1386,Phyllida Lloyd
"52,000,000",Drama,68.140214,1995-06-30,"355,237,933",140,Apollo 13,7.3,1599,Ron Howard
"52,000,000",Drama Crime,73.944049,2002-12-25,"352,114,312",141,Catch Me If You Can,7.7,3795,Steven Spielberg
"52,000,000",Drama,30.347332,2000-03-17,"256,271,286",131,Erin Brockovich,7.1,716,Steven Soderbergh
"52,000,000",Comedy Romance,25.41929,2010-02-10,"216,485,654",125,Valentine's Day,5.7,1013,Garry Marshall
"52,000,000",Romance Comedy,26.251217,2006-06-01,"204,999,686",106,The Break-Up,5.6,832,Peyton Reed
"52,000,000",Drama Crime,40.06688,1995-11-22,"116,112,375",178,Casino,7.8,1307,Martin Scorsese
"52,000,000",Drama History War,40.072583,1998-12-25,"98,126,565",170,The Thin Red Line,7.2,771,Terrence Malick
"52,000,000",Mystery Drama Thriller Crime,23.663713,2005-03-09,"77,944,725",113,Hostage,6.2,512,Florent-Emilio Siri
"52,000,000",Comedy,32.015477,2011-08-05,"75,450,437",112,The Change-Up,5.9,736,David Dobkin
"52,000,000",Action Crime Thriller,27.916284,2010-02-05,"52,826,594",92,From Paris with Love,6.1,675,Pierre Morel
"52,000,000",Action Comedy Fantasy,15.20707,2003-03-28,0,104,Bulletproof Monk,5.1,278,Paul Hunter
"51,500,000",Thriller Crime Mystery,35.481169,2007-09-14,"55,112,356",100,Eastern Promises,7.2,848,David Cronenberg
"51,000,000",Comedy,39.001682,2000-06-22,"149,270,999",116,"Me, Myself & Irene",6.1,927,Bobby Farrelly
"51,000,000",Animation Comedy Family,10.430832,2006-08-04,"72,779,000",90,Barnyard,5.3,225,Steve Oedekerk
"50,200,000",Science Fiction Thriller Romance,26.60772,2011-03-03,"127,869,379",106,The Adjustment Bureau,6.5,1652,George Nolfi
